book_id,print_series,size,type_of_print,translator_id,translator,shabak,gregorian_publish_year,solar_publish_year,page_count,Persian Title,English Title,Off,Rate,Break Price,Special_Price,Exist,Publisher,publisher id,Writer,writer id,Description,Feature,Category
7023,14,رقعی,شومیز,,{},9786002296078,2018,1401,262,کتاب سالتو,Salto,25 % تخفیف,3.66,"105,000","78,750",موجود,نشر چشمه,33,مهدی افروزمنش,4948,"کتاب سالتو ""کتاب های قفسه ی آبی (102)"" دومین رمان مهدی افروزمنش است. این کتاب به عنوان یک اثر داستانی بسیار تشویق شده است و نشر ""چشمه"" نیز آنرا منتشر کرده است. این کتاب فضایی پر التهاب را بازنمایی می کند که می تواند برای مخاطبین اثری مهیج و پر تعلیق باشد. همه شخصیت ها در این رمان به خوبی شخصیت پردازی شده اند و هرکدام به اندازه خود بار دراماتیک داستان را به دوش می کشند. روایت این رمان به گونه ای طراحی شده است که تا انتها مشخص نیست ماجرا چگونه خاتمه پیدا می کند. مهدی افروزمنش نویسنده این کتاب که نخستین رمانش یعنی تاول، جایزه ی بهترین رمان سال جایزه ی هفت اقلیم را از آن خود کرد، در دومین رمانش به قهرمانی پرداخته که از اعماق شهر و از حوالی میدان مشهور فلاح تهران برآمده است. قهرمان او کشتی گیری فرز و تکنیکی ا ست که رمان سالتو براساس جهان او شکل می گیرد، کشتی گیری جسور که ناگهان بخت به او رو می کند و یک عشق کشتی ثروتمند تصمیم می گیرد از او حمایت کند. او مردی است مرموز و مشکوک که برای این مبارز قصه هایی دارد و این نقطه ای ا ست که از آن به بعد فضای رمان حال و هوایی جنایی معمایی پیدا می کند... افروزمنش با سال ها تجربه ی روزنامه نگاری بخش اجتماعی، توجه خاصی به انسان برآمده از تکه های تیره ی شهر دارد. او در این رمان آدم های گوناگون این شهر را مقابل این قهرمان فرز و ازهمه جا بی خبر قرار می دهد و ناچارش می کند درباره ی چیزهایی تصمیم بگیرد که بین مرگ و زندگی در نوسان اند. سالتو با روحی قصه گو و رئالیستی تلاش می کند برای مخاطب غافلگیری بزرگی رقم بزند. پسری برآمده از جنوب شهر که حالا می خواهد سلطان باشد...",[],"['ادبیات داستانی', 'ادبیات معاصر', 'دهه 2010 میلادی', 'رمان', 'ادبیات ایران']"
7023,14,رقعی,شومیز,,{},9786002296078,2018,1401,262,کتاب سالتو,Salto,25 % تخفیف,3.66,"105,000","78,750",موجود,نشر چشمه,33,مهدی افروزمنش,4948,"کتاب سالتو ""کتاب های قفسه ی آبی (102)"" دومین رمان مهدی افروزمنش است. این کتاب به عنوان یک اثر داستانی بسیار تشویق شده است و نشر ""چشمه"" نیز آنرا منتشر کرده است. این کتاب فضایی پر التهاب را بازنمایی می کند که می تواند برای مخاطبین اثری مهیج و پر تعلیق باشد. همه شخصیت ها در این رمان به خوبی شخصیت پردازی شده اند و هرکدام به اندازه خود بار دراماتیک داستان را به دوش می کشند. روایت این رمان به گونه ای طراحی شده است که تا انتها مشخص نیست ماجرا چگونه خاتمه پیدا می کند. مهدی افروزمنش نویسنده این کتاب که نخستین رمانش یعنی تاول، جایزه ی بهترین رمان سال جایزه ی هفت اقلیم را از آن خود کرد، در دومین رمانش به قهرمانی پرداخته که از اعماق شهر و از حوالی میدان مشهور فلاح تهران برآمده است. قهرمان او کشتی گیری فرز و تکنیکی ا ست که رمان سالتو براساس جهان او شکل می گیرد، کشتی گیری جسور که ناگهان بخت به او رو می کند و یک عشق کشتی ثروتمند تصمیم می گیرد از او حمایت کند. او مردی است مرموز و مشکوک که برای این مبارز قصه هایی دارد و این نقطه ای ا ست که از آن به بعد فضای رمان حال و هوایی جنایی معمایی پیدا می کند... افروزمنش با سال ها تجربه ی روزنامه نگاری بخش اجتماعی، توجه خاصی به انسان برآمده از تکه های تیره ی شهر دارد. او در این رمان آدم های گوناگون این شهر را مقابل این قهرمان فرز و ازهمه جا بی خبر قرار می دهد و ناچارش می کند درباره ی چیزهایی تصمیم بگیرد که بین مرگ و زندگی در نوسان اند. سالتو با روحی قصه گو و رئالیستی تلاش می کند برای مخاطب غافلگیری بزرگی رقم بزند. پسری برآمده از جنوب شهر که حالا می خواهد سلطان باشد...",[],"['ادبیات داستانی', 'ادبیات معاصر', 'دهه 2010 میلادی', 'رمان', 'ادبیات ایران']"
7068,13,رقعی,شومیز,,{},9789643373754,2014,1395,327,کتاب شعر به انتظار تو,Poetry awaits you,25 % تخفیف,3.19,"18,000","13,500",موجود,نیستان,1327,علی موذنی,4891,"""علی موذنی یکی از برجسته ترین داستان نویسان ایرانی است. انتخاب سوژه های جذاب و منظرهای بدیع، شناخت و تسلط نسبت به عناصر داستان، نثر روان و صمیمی و تاثیرگذار و دیالوگ های محکم و حساب شده مجموعه عواملی است که به داستان های علی موذنی ویژگی خاص و منحصربه فرد بخشیده است."" - سید مهدی شجاعی",[],"['ادبیات معاصر', 'دهه 2010 میلادی', 'داستان کوتاه', 'ادبیات ایران']"
7068,13,رقعی,شومیز,,{},9789643373754,2014,1395,327,کتاب شعر به انتظار تو,Poetry awaits you,25 % تخفیف,3.19,"18,000","13,500",موجود,نیستان,1327,علی موذنی,4891,"""علی موذنی یکی از برجسته ترین داستان نویسان ایرانی است. انتخاب سوژه های جذاب و منظرهای بدیع، شناخت و تسلط نسبت به عناصر داستان، نثر روان و صمیمی و تاثیرگذار و دیالوگ های محکم و حساب شده مجموعه عواملی است که به داستان های علی موذنی ویژگی خاص و منحصربه فرد بخشیده است."" - سید مهدی شجاعی",[],"['ادبیات معاصر', 'دهه 2010 میلادی', 'داستان کوتاه', 'ادبیات ایران']"
7106,2,رقعی,شومیز,,{460: 'محمود حسینی زاد'},9786002298690,2001,1398,140,کتاب حمایت از هیچ,Italien is che novellen,25 % تخفیف,2.98,"25,000","18,750",موجود,نشر چشمه,33,هارتموت لانگه,4967,کتاب حمایت از هیچ شامل سه داستان است از هارتموت لانگه. داستان هایی که همه شان از تلاش قهرمان شان برای گریز از تهی بودن خبر می دهد. هر داستان تشکیل شده از قطعه های بسیار کوتاه، تکنیکی که عدم پیوستگی جهان این شخصیت ها را به خوبی به نمایش می گذارد. داستان ها با یک اتفاق نه چندان جدی آغاز می شوند، مثل کنجکاوی یک کارمند بانک در سفری اداری و آواره شدن در اروپا یا تصادف کوچک و کم اهمیت نوجوانی که به خاطر گذراندن درس هایش یک موتورسیکلت از پدرش هدیه گرفته یا دردسرهای یک مستاجر جدید برای زنی حساس. این ماجراها کم کم بسط یافته و مخاطب را به جایی رهنمون می کنند که گاه حیرت آور است. توانایی نویسنده در استفاده از لحنی خونسرد و گره زدن آن با انبوهی اتفاق و ماجرای ریز و درشت است که کتاب حمایت از هیچ را خواندنی کرده، کتابی که محمود حسینی زاد آن را به زیبایی از آلمانی ترجمه کرده است؛,[],"['ادبیات آلمان', 'دهه 2000 میلادی', 'داستان کوتاه']"
7106,2,رقعی,شومیز,,{460: 'محمود حسینی زاد'},9786002298690,2001,1398,140,کتاب حمایت از هیچ,Italien is che novellen,25 % تخفیف,2.98,"25,000","18,750",موجود,نشر چشمه,33,هارتموت لانگه,4967,کتاب حمایت از هیچ شامل سه داستان است از هارتموت لانگه. داستان هایی که همه شان از تلاش قهرمان شان برای گریز از تهی بودن خبر می دهد. هر داستان تشکیل شده از قطعه های بسیار کوتاه، تکنیکی که عدم پیوستگی جهان این شخصیت ها را به خوبی به نمایش می گذارد. داستان ها با یک اتفاق نه چندان جدی آغاز می شوند، مثل کنجکاوی یک کارمند بانک در سفری اداری و آواره شدن در اروپا یا تصادف کوچک و کم اهمیت نوجوانی که به خاطر گذراندن درس هایش یک موتورسیکلت از پدرش هدیه گرفته یا دردسرهای یک مستاجر جدید برای زنی حساس. این ماجراها کم کم بسط یافته و مخاطب را به جایی رهنمون می کنند که گاه حیرت آور است. توانایی نویسنده در استفاده از لحنی خونسرد و گره زدن آن با انبوهی اتفاق و ماجرای ریز و درشت است که کتاب حمایت از هیچ را خواندنی کرده، کتابی که محمود حسینی زاد آن را به زیبایی از آلمانی ترجمه کرده است؛,[],"['ادبیات آلمان', 'دهه 2000 میلادی', 'داستان کوتاه']"
7127,4,رقعی,شومیز,,{},9786002296177,2018,1397,112,کتاب خنکای سپیده دم,Khonakaye Sepideh Dam,0,3.06,nan,nan,ناموجود,نشر چشمه,33,ناهید طباطبایی,3091,«خنکای سپیده دم سفر» نام کتابی به نویسندگی «ناهید طباطبایی» است. طباطبایی یکی از نویسندگان موفقی است که آثارش تاکنون به زبان های گوناگونی در سراسر دنیا ترجمه شده و برخی از آن ها هم به صورت فیلمنامه درآمده است. از سایر آثار او می توان «بانو و جوانی خویش»، «جامه دران»، «چهل سالگی»، «صورتی و آبی» و «حضور آبی مینا» را نام برد. در ادامه بخشی از این کتاب را می خوانیم: «همیشه خواب همان خانه را می دید، همان خانه ی کنار راه آهن را که در آن به دنیا آمده بود، خانه ای با دیوارهای شمشادی، نخل های بلند، درختان پر شاخ و برگ کنار، بوته های مرجان با گل های ظریف سرخ رنگ و صدای نرم بلبل عربی. همه چیز در آن خانه شیرین بود، خرماها، کنارها، شیره ی ته جام گل های مرجان و حتی دیوارهای سیمی مشبک کوچه که پوشیده از گل های نیلوفر صورتی و بنفش بود. کوچه ای که می شد در آن دوچرخه سواری کرد و برای پسر همسایه در وسطی بل گرفت». کتاب زیبا و خواندنی خنکای سپیده دم سفر اثر ناهید طباطبایی توسط نشر «چشمه» منتشر شده و در دسترس علاقه مندان قرار گرفته است.,[],"['ادبیات داستانی', 'ادبیات معاصر', 'دهه 2010 میلادی', 'ادبیات ایران']"
7127,4,رقعی,شومیز,,{},9786002296177,2018,1397,112,کتاب خنکای سپیده دم,Khonakaye Sepideh Dam,0,3.06,nan,nan,ناموجود,نشر چشمه,33,ناهید طباطبایی,3091,«خنکای سپیده دم سفر» نام کتابی به نویسندگی «ناهید طباطبایی» است. طباطبایی یکی از نویسندگان موفقی است که آثارش تاکنون به زبان های گوناگونی در سراسر دنیا ترجمه شده و برخی از آن ها هم به صورت فیلمنامه درآمده است. از سایر آثار او می توان «بانو و جوانی خویش»، «جامه دران»، «چهل سالگی»، «صورتی و آبی» و «حضور آبی مینا» را نام برد. در ادامه بخشی از این کتاب را می خوانیم: «همیشه خواب همان خانه را می دید، همان خانه ی کنار راه آهن را که در آن به دنیا آمده بود، خانه ای با دیوارهای شمشادی، نخل های بلند، درختان پر شاخ و برگ کنار، بوته های مرجان با گل های ظریف سرخ رنگ و صدای نرم بلبل عربی. همه چیز در آن خانه شیرین بود، خرماها، کنارها، شیره ی ته جام گل های مرجان و حتی دیوارهای سیمی مشبک کوچه که پوشیده از گل های نیلوفر صورتی و بنفش بود. کوچه ای که می شد در آن دوچرخه سواری کرد و برای پسر همسایه در وسطی بل گرفت». کتاب زیبا و خواندنی خنکای سپیده دم سفر اثر ناهید طباطبایی توسط نشر «چشمه» منتشر شده و در دسترس علاقه مندان قرار گرفته است.,[],"['ادبیات داستانی', 'ادبیات معاصر', 'دهه 2010 میلادی', 'ادبیات ایران']"
7135,3,رقعی,شومیز,,{},978-6002293169,2014,1401,82,کتاب سور شبانه,Soore Shabaneh,25 % تخفیف,2.55,"44,000","33,000",موجود,نشر چشمه,33,ناهید طباطبایی,3091,ناهید طباطبایی در سال 1337 در تهران متولد شد. او فارغالتحصیل رشته ادبیات دراماتیک و نمایشنامه نویسی از مجتمع دانشگاهی هنر است. او از نوجوانی آغاز به نوشتن کرده، اولین مجموعه داستان خود را در سال 1371 به چاپ رساند و تاکنون کار داستان نویسی و ترجمه از زبان های فرانسه و انگلیسی را ادامه داده است. ناهید طباطبایی داوری برخی از جوایز ادبی از جمله جشنواره ی جایزه ی صادق هدایت، گلشیری و جشنواره ادبی اصفهان را بر عهده داشته استو او در حال حاضر مدیریت نشر دید و سردبیری مجموعه کار اول نشر خجسته را به عهده دارد. تاکنون داستان های زیادی از او به زبان های مختلف دنیا ترجمه شده و چند اثر او نیز به صورت فیلم نامه درآمده است.,[],"['ادبیات معاصر', 'دهه 2010 میلادی', 'داستان کوتاه', 'ادبیات ایران']"
7135,3,رقعی,شومیز,,{},978-6002293169,2014,1401,82,کتاب سور شبانه,Soore Shabaneh,25 % تخفیف,2.55,"44,000","33,000",موجود,نشر چشمه,33,ناهید طباطبایی,3091,ناهید طباطبایی در سال 1337 در تهران متولد شد. او فارغالتحصیل رشته ادبیات دراماتیک و نمایشنامه نویسی از مجتمع دانشگاهی هنر است. او از نوجوانی آغاز به نوشتن کرده، اولین مجموعه داستان خود را در سال 1371 به چاپ رساند و تاکنون کار داستان نویسی و ترجمه از زبان های فرانسه و انگلیسی را ادامه داده است. ناهید طباطبایی داوری برخی از جوایز ادبی از جمله جشنواره ی جایزه ی صادق هدایت، گلشیری و جشنواره ادبی اصفهان را بر عهده داشته استو او در حال حاضر مدیریت نشر دید و سردبیری مجموعه کار اول نشر خجسته را به عهده دارد. تاکنون داستان های زیادی از او به زبان های مختلف دنیا ترجمه شده و چند اثر او نیز به صورت فیلم نامه درآمده است.,[],"['ادبیات معاصر', 'دهه 2010 میلادی', 'داستان کوتاه', 'ادبیات ایران']"
7136,2,رقعی,شومیز,,{210: 'عبدالله کوثری'},9789648578386,2004,1400,90,کتاب در جستجوی فردی,Looking for an individual,20 % تخفیف,3.72,"25,000","20,000",موجود,لوح فکر,84,آریل دورفمن,4975,"«آریل دورفمن» نویسنده آمریکایی شیلیایی متولد آرژانتین است که کتابهایش به بیش از پنجاه زبان منتشر شده و نمایشنامه های وی در بیش از صد کشور جهان اجرا شده است. رمان ها ، شعرها ، مقاله ها ، نمایشنامه ها ، داستان ها و فیلمنامه های او جوایز زیادی را از آن خود کرده است. از جمله کارهای وی می توان به نمایشنامه های مرگ و دوشیزه و پورگاتوریو ، رمان های بیوه ها و کنفیدنز و خاطرات عنوان جنوب ، نگاه به شمال و تغذیه رویاها اشاره کرد. از آخرین کتاب های وی می توان به رمان ""ارواح داروین"" اشاره کرد.او در فعالیت های مهم در سراسر جهان شرکت می کند ، از جمله مشارکت مکرر در روزنامه های نیویورک تایمز و نیویورک ریویو. داستان های او در نیویورکر ، اقیانوس اطلس ، هارپرز ، پلی بوی ، فهرست سانسور و بسیاری دیگر از مجلات و مجلات ظاهر شده است. وی که یک فعال برجسته حقوق بشر است ، با همسرش آنگلیکا در شیلی و دورهام ، کارولینای شمالی زندگی می کند ، جایی که وی استاد ادبیات والتر هینز پیج در دانشگاه دوک است.راجع به خط اصلی فکری کتاب های او باید گفت که تماما با دغدغه های سیاسی در آمیخته اند. آنچنان که از یک نویسنده شیلیایی انتظار دارید.",[],"['ادبیات داستانی', 'خود زندگی نامه', 'ادبیات آرژانتین', 'ادبیات آمریکای لاتین', 'ادبیات شیلی', 'دهه 2000 میلادی', 'رمان', 'سفرنامه', 'داستان کوتاه']"
7136,2,رقعی,شومیز,,{210: 'عبدالله کوثری'},9789648578386,2004,1400,90,کتاب در جستجوی فردی,Looking for an individual,20 % تخفیف,3.72,"25,000","20,000",موجود,لوح فکر,84,آریل دورفمن,4975,"«آریل دورفمن» نویسنده آمریکایی شیلیایی متولد آرژانتین است که کتابهایش به بیش از پنجاه زبان منتشر شده و نمایشنامه های وی در بیش از صد کشور جهان اجرا شده است. رمان ها ، شعرها ، مقاله ها ، نمایشنامه ها ، داستان ها و فیلمنامه های او جوایز زیادی را از آن خود کرده است. از جمله کارهای وی می توان به نمایشنامه های مرگ و دوشیزه و پورگاتوریو ، رمان های بیوه ها و کنفیدنز و خاطرات عنوان جنوب ، نگاه به شمال و تغذیه رویاها اشاره کرد. از آخرین کتاب های وی می توان به رمان ""ارواح داروین"" اشاره کرد.او در فعالیت های مهم در سراسر جهان شرکت می کند ، از جمله مشارکت مکرر در روزنامه های نیویورک تایمز و نیویورک ریویو. داستان های او در نیویورکر ، اقیانوس اطلس ، هارپرز ، پلی بوی ، فهرست سانسور و بسیاری دیگر از مجلات و مجلات ظاهر شده است. وی که یک فعال برجسته حقوق بشر است ، با همسرش آنگلیکا در شیلی و دورهام ، کارولینای شمالی زندگی می کند ، جایی که وی استاد ادبیات والتر هینز پیج در دانشگاه دوک است.راجع به خط اصلی فکری کتاب های او باید گفت که تماما با دغدغه های سیاسی در آمیخته اند. آنچنان که از یک نویسنده شیلیایی انتظار دارید.",[],"['ادبیات داستانی', 'خود زندگی نامه', 'ادبیات آرژانتین', 'ادبیات آمریکای لاتین', 'ادبیات شیلی', 'دهه 2000 میلادی', 'رمان', 'سفرنامه', 'داستان کوتاه']"
7195,4,رقعی,شومیز,,{},9789648618204,2006,1402,264,کتاب تاریخ هیچکس,Tarikhe-Hichkas,15 % تخفیف,3.74,"98,000","83,300",موجود,قصیده سرا,1684,بنفشه حجازی,4985,سال های مورد تحقیق این کتاب عصر افشاریه و زندیه تاریخ وضعیت غمبار و بدتر از دوره صفویه زنان ایرانی است، تاریخ عمومیت جنگ و شمولیت مرگ و دربدری مردم ایران، شرح بی حرمتی و بی ارزشی شرف و خو و جان ایرانیان به خصوص زنان، تاریخ اسارت زنان عصمت جوی و دختران ماهروی به دست سرپنجه تقدیر است.,[],"['ادبیات معاصر', 'دهه 2000 میلادی', 'زنان و فمنیسم', 'تاریخی', 'اجتماعی', 'ادبیات ایران']"
7195,4,رقعی,شومیز,,{},9789648618204,2006,1402,264,کتاب تاریخ هیچکس,Tarikhe-Hichkas,15 % تخفیف,3.74,"98,000","83,300",موجود,قصیده سرا,1684,بنفشه حجازی,4985,سال های مورد تحقیق این کتاب عصر افشاریه و زندیه تاریخ وضعیت غمبار و بدتر از دوره صفویه زنان ایرانی است، تاریخ عمومیت جنگ و شمولیت مرگ و دربدری مردم ایران، شرح بی حرمتی و بی ارزشی شرف و خو و جان ایرانیان به خصوص زنان، تاریخ اسارت زنان عصمت جوی و دختران ماهروی به دست سرپنجه تقدیر است.,[],"['ادبیات معاصر', 'دهه 2000 میلادی', 'زنان و فمنیسم', 'تاریخی', 'اجتماعی', 'ادبیات ایران']"
7261,9,خشتی,شومیز,,{},9789644171055,1991,1392,16,کتاب خلبان کوچولو,Little pilot,30 % تخفیف,3.12,"15,000","10,500",موجود,قدیانی,1108,داوود غفارزادگان,4994,"در این قصه ی مصور، ماجرای پسربچه ای بازگو می شود که پدرش را در جنگ از دست داده است. پدرش خلبان بود و از این رو، او هواپیمای اسباب بازی خود را بسیار دوست داشت و با آن حرف می زند. هواپیما او را به عراق می برد. پسرک در آن جا با دختری عراقی آشنا می شود و او را با خود سوار هواپیمای کوچک خود می کند و ابتدا در بیابانی با بازی فراری مواجه می شوند و سپس به قلعه ای می روند و در آن جا با عده ای افراد سیاسی آشنا می شوند که نقشه ی جنگ می کشند. سپس به یک عکاس (خبرنگار) می رسند و از او درباره ی کارش می پرسند و مرد عکاس در جوابشان می گوید که او با انعکاس واقعه و از طریق عکس گرفتن، در قبال دشمن می جنگد و شما هم با این دوستی و گشتنتان می جنگید، بزرگ که شدید، بچه هایتان در صلح زندگی می کنند. گفتنی است اثر حاضر در پایان کتاب فارسی پنجم دبستان معرفی شده است. مخاطبان کتاب، گروه سنی ""ب"" هستند.",['قصه های شیرین بچه ها (10)'],"['ادبیات داستانی', 'ادبیات معاصر', 'ادبیات کودک و نوجوان', 'دهه 1990 میلادی', 'ادبیات ایران', 'کتاب کودک']"
7261,9,خشتی,شومیز,,{},9789644171055,1991,1392,16,کتاب خلبان کوچولو,Little pilot,30 % تخفیف,3.12,"15,000","10,500",موجود,قدیانی,1108,داوود غفارزادگان,4994,"در این قصه ی مصور، ماجرای پسربچه ای بازگو می شود که پدرش را در جنگ از دست داده است. پدرش خلبان بود و از این رو، او هواپیمای اسباب بازی خود را بسیار دوست داشت و با آن حرف می زند. هواپیما او را به عراق می برد. پسرک در آن جا با دختری عراقی آشنا می شود و او را با خود سوار هواپیمای کوچک خود می کند و ابتدا در بیابانی با بازی فراری مواجه می شوند و سپس به قلعه ای می روند و در آن جا با عده ای افراد سیاسی آشنا می شوند که نقشه ی جنگ می کشند. سپس به یک عکاس (خبرنگار) می رسند و از او درباره ی کارش می پرسند و مرد عکاس در جوابشان می گوید که او با انعکاس واقعه و از طریق عکس گرفتن، در قبال دشمن می جنگد و شما هم با این دوستی و گشتنتان می جنگید، بزرگ که شدید، بچه هایتان در صلح زندگی می کنند. گفتنی است اثر حاضر در پایان کتاب فارسی پنجم دبستان معرفی شده است. مخاطبان کتاب، گروه سنی ""ب"" هستند.",['قصه های شیرین بچه ها (10)'],"['ادبیات داستانی', 'ادبیات معاصر', 'ادبیات کودک و نوجوان', 'دهه 1990 میلادی', 'ادبیات ایران', 'کتاب کودک']"
7309,12,رقعی,شومیز,,{},9789647518017,2000,1401,110,کتاب ابله محله,Jay,20 % تخفیف,3.03,"55,000","44,000",موجود,آشیان,1206,کریستین بوبن,4283,وقتی آدم کسی را دوست نداشته باشد، نه در این سوی زندگی و نه در آن سو، اهمیتی ندارد نمی تواند او را ببیند. وقتی آدم کسی را دوست دارد، همیشه چیزی برای گفتن یا نوشتن به او پیدا می کند، تا آخر عمر. این یک قانون قدیمی دنیا ست، قانونی نامکتوب: هر کسی که چیزی بیشتر دارد. در همان لحظه، چیزی کمتر دارد. هیچ چیز دوام ندارد. هیچ چیز تا ابد باقی نمی ماند و خوشبختی آلبن هم به خصوص به این دلیل کم دوام تر است که مسری شده. در جایی که فقط یک دیوا نه وجود دارد، همه مطمئن اند که دیوانه نیستند. خوشبختی واقعی، وعده خرید یا بستن قرارداد نیست. خوشبختی واقعی این است: یک چهره ناشناس، و اینکه گفته ها چگونه کم کم آن چهره را روشن می کنند، آشنا، صمیمی، شکوهمند، ناب و خالص.,[],"['ادبیات فرانسه', 'ادبیات داستانی', 'ادبیات معاصر', 'دهه 2000 میلادی', 'رمان']"
7309,12,رقعی,شومیز,,{},9789647518017,2000,1401,110,کتاب ابله محله,Jay,20 % تخفیف,3.03,"55,000","44,000",موجود,آشیان,1206,کریستین بوبن,4283,وقتی آدم کسی را دوست نداشته باشد، نه در این سوی زندگی و نه در آن سو، اهمیتی ندارد نمی تواند او را ببیند. وقتی آدم کسی را دوست دارد، همیشه چیزی برای گفتن یا نوشتن به او پیدا می کند، تا آخر عمر. این یک قانون قدیمی دنیا ست، قانونی نامکتوب: هر کسی که چیزی بیشتر دارد. در همان لحظه، چیزی کمتر دارد. هیچ چیز دوام ندارد. هیچ چیز تا ابد باقی نمی ماند و خوشبختی آلبن هم به خصوص به این دلیل کم دوام تر است که مسری شده. در جایی که فقط یک دیوا نه وجود دارد، همه مطمئن اند که دیوانه نیستند. خوشبختی واقعی، وعده خرید یا بستن قرارداد نیست. خوشبختی واقعی این است: یک چهره ناشناس، و اینکه گفته ها چگونه کم کم آن چهره را روشن می کنند، آشنا، صمیمی، شکوهمند، ناب و خالص.,[],"['ادبیات فرانسه', 'ادبیات داستانی', 'ادبیات معاصر', 'دهه 2000 میلادی', 'رمان']"
7329,3,رقعی,جلد سخت,,{},9780000447975,1993,1391,648,کتاب گورستان غریبان,Strange cemetery,30 % تخفیف,3.28,"180,000","126,000",موجود,نگاه,62,ابراهیم یونسی,616,ابراهیم یونسی، مترجم برجسته، این باردست به قلم برده و یکی از رمان های شاخص زبان فارسی را پدید آورده است. گورستان غریبان، رمانی است که سالیان سال ذهن نویسندة آن را مشغول کرده بود تا بر صفحة کاغذ نشیند چرا که ماجرا های آن، سرگذشت نسلی است که در یک برهه از فضای سیاسی و تاریخی میهن ما رقم خورده است. نسلی که از کشتگان آن آوازی بر نیاید، چرا که در گورستان غریبان چهره نهان داشته اند.گورستا غریبان رمانی است که سالیان سال ذهن نویسنده را مشغول کرده بود تا بر صفحه ی کاغذ نشیند چرا که ماجراهای آن سرگذشت نسلی است که در یک برهه از فضای سیاسی و تاریخی میهن ما رقم خورده است. نسلی که از کشتگان آن آوازی بر نیاید چرا که در گورستان غریبان چهره نهان داشته اند,[],"['ادبیات داستانی', 'ادبیات معاصر', 'دهه 1990 میلادی', 'رمان', 'ادبیات ایران']"
7329,3,رقعی,جلد سخت,,{},9780000447975,1993,1391,648,کتاب گورستان غریبان,Strange cemetery,30 % تخفیف,3.28,"180,000","126,000",موجود,نگاه,62,ابراهیم یونسی,616,ابراهیم یونسی، مترجم برجسته، این باردست به قلم برده و یکی از رمان های شاخص زبان فارسی را پدید آورده است. گورستان غریبان، رمانی است که سالیان سال ذهن نویسندة آن را مشغول کرده بود تا بر صفحة کاغذ نشیند چرا که ماجرا های آن، سرگذشت نسلی است که در یک برهه از فضای سیاسی و تاریخی میهن ما رقم خورده است. نسلی که از کشتگان آن آوازی بر نیاید، چرا که در گورستان غریبان چهره نهان داشته اند.گورستا غریبان رمانی است که سالیان سال ذهن نویسنده را مشغول کرده بود تا بر صفحه ی کاغذ نشیند چرا که ماجراهای آن سرگذشت نسلی است که در یک برهه از فضای سیاسی و تاریخی میهن ما رقم خورده است. نسلی که از کشتگان آن آوازی بر نیاید چرا که در گورستان غریبان چهره نهان داشته اند,[],"['ادبیات داستانی', 'ادبیات معاصر', 'دهه 1990 میلادی', 'رمان', 'ادبیات ایران']"
7414,2,وزیری,زرکوب,,{5058: 'شهرداد میرزایی'},9786002122520,2013,1399,50,کتاب تاریکی,The dark,30 % تخفیف,3.16,"90,000","63,000",موجود,دیبایه,1185,لمونی اسنیکت,3621,تاریکی کتابی مصور برای کودکان است که توسط لمونی اسنیکت نوشته است و جان کلاسن نیز آن را تصویرگری است. داستان آن در مورد پسربچه ای است که از تاریکی می ترسد.لازلو از تاریکی می ترسد. اما تاریکی که از او نمی ترسد. تاریکی در همان خانه لازلو زندگی می کند. بیشتر اوقات ، تاریکی در زیرزمین می ماند و به اتاق لازلو نمی آید. اما یک شب ، این اتفاق می افتد و ...این داستان چگونگی ترسیدن لاسلو از تاریکی و چگونگی غلبه کردن او بر این ترس است. نوشته های اسنکیت، این نویسنده ی خوش قلم در زمینه ی نگارش داستان های کودکان و نوجوان، در کتاب تاریکی با بینش عاطفی و نگاهی شاعرانه با تصویرگری زیبای کلاسن می آمیزد تا این دو بااستعداد ، بتوانند ترس جهانی دوران کودکی را به زیبایی به تصویر بکشند و به کودکان کمک کنند تا بر آن غلبه کنند. این کتاب موفق به دریافت جوایزی چون موسسه شارلوت زولتو شده و جزو برگزیده های نیویورک تایمز است. تاریکی توسط شهرداد میرزایی ترجمه شده و نشر دیبایه آن را به چاپ رسانیده است. این کتاب مناسب گروه سنی7 تا 9 سال می باشد.,"['برنده جایزه موسسه شارلوت زولوتو 2014', 'برنده جایزه Bccb Blue Ribbon Picture Book Awards']","['ادبیات فرانسه', 'ادبیات معاصر', 'ادبیات کودک و نوجوان', 'دهه 2010 میلادی', 'کتاب کودک', 'کتاب مصور']"
